 #mass            theta           
   0.00000030000   0.00100000000
  #Global X        distance        pnn             pmn             pnm             pmm             
   1.220400E+000   5.400000E-003   1.455253E-013   1.552317E-010   1.552317E-010   3.812896E-007
   1.231248E+000   5.424000E-003   1.455246E-013   1.552310E-010   1.552310E-010   3.812879E-007
   1.242144E+000   5.448000E-003   1.455240E-013   1.552303E-010   1.552303E-010   3.812863E-007
   1.253088E+000   5.472000E-003   1.455234E-013   1.552296E-010   1.552296E-010   3.812846E-007
   1.264080E+000   5.496000E-003   1.455227E-013   1.552289E-010   1.552289E-010   3.812829E-007
   1.275120E+000   5.520000E-003   1.455221E-013   1.552283E-010   1.552283E-010   3.812813E-007
   1.286208E+000   5.544000E-003   1.455215E-013   1.552276E-010   1.552276E-010   3.812796E-007
   1.297344E+000   5.568000E-003   1.455208E-013   1.552269E-010   1.552269E-010   3.812779E-007
   1.308528E+000   5.592000E-003   1.455202E-013   1.552262E-010   1.552262E-010   3.812762E-007
   1.319760E+000   5.616000E-003   1.455195E-013   1.552255E-010   1.552255E-010   3.812746E-007
   1.331040E+000   5.640000E-003   1.455189E-013   1.552249E-010   1.552249E-010   3.812729E-007
   1.342368E+000   5.664000E-003   1.455183E-013   1.552242E-010   1.552242E-010   3.812712E-007
   1.353744E+000   5.688000E-003   1.455176E-013   1.552235E-010   1.552235E-010   3.812696E-007
   1.365168E+000   5.712000E-003   1.455170E-013   1.552228E-010   1.552228E-010   3.812679E-007
   1.376640E+000   5.736000E-003   1.455163E-013   1.552221E-010   1.552221E-010   3.812662E-007
   1.388160E+000   5.760000E-003   1.455157E-013   1.552215E-010   1.552215E-010   3.812645E-007
   1.399728E+000   5.784000E-003   1.455151E-013   1.552208E-010   1.552208E-010   3.812629E-007
   1.411344E+000   5.808000E-003   1.455144E-013   1.552201E-010   1.552201E-010   3.812612E-007
   1.423008E+000   5.832000E-003   1.455138E-013   1.552194E-010   1.552194E-010   3.812595E-007
   1.434720E+000   5.856000E-003   1.455132E-013   1.552187E-010   1.552187E-010   3.812578E-007
   1.446480E+000   5.880000E-003   1.455125E-013   1.552181E-010   1.552181E-010   3.812562E-007
   1.458288E+000   5.904000E-003   1.455119E-013   1.552174E-010   1.552174E-010   3.812545E-007
   1.470144E+000   5.928000E-003   1.455112E-013   1.552167E-010   1.552167E-010   3.812528E-007
   1.482048E+000   5.952000E-003   1.455106E-013   1.552160E-010   1.552160E-010   3.812512E-007
   1.494000E+000   5.976000E-003   1.455100E-013   1.552153E-010   1.552153E-010   3.812495E-007
   1.506000E+000   6.000000E-003   1.455093E-013   1.552147E-010   1.552147E-010   3.812478E-007
   1.518048E+000   6.024000E-003   1.455087E-013   1.552140E-010   1.552140E-010   3.812461E-007
   1.530144E+000   6.048000E-003   1.455081E-013   1.552133E-010   1.552133E-010   3.812445E-007
   1.542288E+000   6.072000E-003   1.455074E-013   1.552126E-010   1.552126E-010   3.812428E-007
   1.554480E+000   6.096000E-003   1.455068E-013   1.552119E-010   1.552119E-010   3.812411E-007
   1.566720E+000   6.120000E-003   1.455061E-013   1.552113E-010   1.552113E-010   3.812395E-007
   1.579008E+000   6.144000E-003   1.455055E-013   1.552106E-010   1.552106E-010   3.812378E-007
   1.591344E+000   6.168000E-003   1.455049E-013   1.552099E-010   1.552099E-010   3.812361E-007
   1.603728E+000   6.192000E-003   1.455042E-013   1.552092E-010   1.552092E-010   3.812344E-007
   1.616160E+000   6.216000E-003   1.455036E-013   1.552085E-010   1.552085E-010   3.812328E-007
   1.628640E+000   6.240000E-003   1.455029E-013   1.552078E-010   1.552078E-010   3.812311E-007
   1.641168E+000   6.264000E-003   1.455023E-013   1.552072E-010   1.552072E-010   3.812294E-007
   1.653744E+000   6.288000E-003   1.455017E-013   1.552065E-010   1.552065E-010   3.812278E-007
   1.666368E+000   6.312000E-003   1.455010E-013   1.552058E-010   1.552058E-010   3.812261E-007
   1.679040E+000   6.336000E-003   1.455004E-013   1.552051E-010   1.552051E-010   3.812244E-007
   1.691760E+000   6.360000E-003   1.454998E-013   1.552044E-010   1.552044E-010   3.812227E-007
   1.704528E+000   6.384000E-003   1.454991E-013   1.552038E-010   1.552038E-010   3.812211E-007
   1.717344E+000   6.408000E-003   1.454985E-013   1.552031E-010   1.552031E-010   3.812194E-007
   1.730208E+000   6.432000E-003   1.454978E-013   1.552024E-010   1.552024E-010   3.812177E-007
   1.743120E+000   6.456000E-003   1.454972E-013   1.552017E-010   1.552017E-010   3.812160E-007
   1.756080E+000   6.480000E-003   1.454966E-013   1.552010E-010   1.552010E-010   3.812144E-007
   1.769088E+000   6.504000E-003   1.454959E-013   1.552004E-010   1.552004E-010   3.812127E-007
   1.782144E+000   6.528000E-003   1.454953E-013   1.551997E-010   1.551997E-010   3.812110E-007
   1.795248E+000   6.552000E-003   1.454947E-013   1.551990E-010   1.551990E-010   3.812094E-007
   1.808400E+000   6.576000E-003   1.454940E-013   1.551983E-010   1.551983E-010   3.812077E-007
   1.821600E+000   6.600000E-003   1.454934E-013   1.551976E-010   1.551976E-010   3.812060E-007
   1.834848E+000   6.624000E-003   1.454927E-013   1.551970E-010   1.551970E-010   3.812043E-007
   1.848144E+000   6.648000E-003   1.454921E-013   1.551963E-010   1.551963E-010   3.812027E-007
   1.861488E+000   6.672000E-003   1.454915E-013   1.551956E-010   1.551956E-010   3.812010E-007
   1.874880E+000   6.696000E-003   1.454908E-013   1.551949E-010   1.551949E-010   3.811993E-007
   1.888320E+000   6.720000E-003   1.454902E-013   1.551942E-010   1.551942E-010   3.811977E-007
