 #mass            theta           
   0.00000030000   0.10000000000
  #Global X        distance        pnn             pmn             pnm             pmm             
   7.906080E-001   4.344000E-003   4.538820E-009   4.795654E-008   4.795654E-008   1.156490E-006
   7.993440E-001   4.368000E-003   4.339446E-009   4.584997E-008   4.584997E-008   1.105690E-006
   8.081280E-001   4.392000E-003   4.148829E-009   4.383595E-008   4.383595E-008   1.057121E-006
   8.169600E-001   4.416000E-003   3.966586E-009   4.191039E-008   4.191039E-008   1.010685E-006
   8.258400E-001   4.440000E-003   3.792348E-009   4.006942E-008   4.006942E-008   9.662892E-007
   8.347680E-001   4.464000E-003   3.625763E-009   3.830931E-008   3.830931E-008   9.238435E-007
   8.437440E-001   4.488000E-003   3.466496E-009   3.662652E-008   3.662652E-008   8.832624E-007
   8.527680E-001   4.512000E-003   3.314226E-009   3.501764E-008   3.501764E-008   8.444638E-007
   8.618400E-001   4.536000E-003   3.168643E-009   3.347944E-008   3.347944E-008   8.073695E-007
   8.709600E-001   4.560000E-003   3.029456E-009   3.200881E-008   3.200881E-008   7.719046E-007
   8.801280E-001   4.584000E-003   2.896383E-009   3.060278E-008   3.060278E-008   7.379976E-007
   8.893440E-001   4.608000E-003   2.769155E-009   2.925850E-008   2.925850E-008   7.055800E-007
   8.986080E-001   4.632000E-003   2.647516E-009   2.797328E-008   2.797328E-008   6.745863E-007
   9.079200E-001   4.656000E-003   2.531220E-009   2.674451E-008   2.674451E-008   6.449542E-007
   9.172800E-001   4.680000E-003   2.420032E-009   2.556972E-008   2.556972E-008   6.166236E-007
   9.266880E-001   4.704000E-003   2.313729E-009   2.444654E-008   2.444654E-008   5.895375E-007
   9.361440E-001   4.728000E-003   2.212095E-009   2.337269E-008   2.337269E-008   5.636412E-007
   9.456480E-001   4.752000E-003   2.114926E-009   2.234601E-008   2.234601E-008   5.388825E-007
   9.552000E-001   4.776000E-003   2.022024E-009   2.136443E-008   2.136443E-008   5.152113E-007
   9.648000E-001   4.800000E-003   1.933204E-009   2.042596E-008   2.042596E-008   4.925799E-007
   9.744480E-001   4.824000E-003   1.848285E-009   1.952872E-008   1.952872E-008   4.709426E-007
   9.841440E-001   4.848000E-003   1.767097E-009   1.867089E-008   1.867089E-008   4.502557E-007
   9.938880E-001   4.872000E-003   1.689474E-009   1.785075E-008   1.785075E-008   4.304776E-007
   1.003680E+000   4.896000E-003   1.615262E-009   1.706663E-008   1.706663E-008   4.115682E-007
   1.013520E+000   4.920000E-003   1.544309E-009   1.631695E-008   1.631695E-008   3.934895E-007
   1.023408E+000   4.944000E-003   1.476473E-009   1.560021E-008   1.560021E-008   3.762049E-007
   1.033344E+000   4.968000E-003   1.411617E-009   1.491494E-008   1.491494E-008   3.596796E-007
   1.043328E+000   4.992000E-003   1.349609E-009   1.425978E-008   1.425978E-008   3.438801E-007
   1.053360E+000   5.016000E-003   1.290326E-009   1.363340E-008   1.363340E-008   3.287747E-007
   1.063440E+000   5.040000E-003   1.233646E-009   1.303454E-008   1.303454E-008   3.143328E-007
   1.073568E+000   5.064000E-003   1.179457E-009   1.246197E-008   1.246197E-008   3.005253E-007
   1.083744E+000   5.088000E-003   1.127647E-009   1.191456E-008   1.191456E-008   2.873242E-007
   1.093968E+000   5.112000E-003   1.078114E-009   1.139120E-008   1.139120E-008   2.747031E-007
   1.104240E+000   5.136000E-003   1.030756E-009   1.089082E-008   1.089082E-008   2.626364E-007
   1.114560E+000   5.160000E-003   9.854786E-010   1.041243E-008   1.041243E-008   2.510997E-007
   1.124928E+000   5.184000E-003   9.421900E-010   9.955048E-009   9.955048E-009   2.400698E-007
   1.135344E+000   5.208000E-003   9.008030E-010   9.517758E-009   9.517758E-009   2.295244E-007
   1.145808E+000   5.232000E-003   8.612339E-010   9.099677E-009   9.099677E-009   2.194422E-007
   1.156320E+000   5.256000E-003   8.234029E-010   8.699960E-009   8.699960E-009   2.098029E-007
   1.166880E+000   5.280000E-003   7.872338E-010   8.317802E-009   8.317802E-009   2.005870E-007
   1.177488E+000   5.304000E-003   7.526534E-010   7.952430E-009   7.952430E-009   1.917759E-007
